continent,common_name,species_name
Africa,West African Seedeater,Crithagra canicapilla
Africa,Streaky-headed Seedeater,Crithagra gularis
Africa,Reichard's Seedeater,Crithagra reichardi
Africa,Brown-rumped Seedeater,Crithagra tristriata
Africa,Ankober Serin,Crithagra ankoberensis
Africa,Cape Siskin,Crithagra totta
Africa,Drakensberg Siskin,Crithagra symonsi
Africa,Eurasian Linnet,Linaria cannabina
Africa,Warsangli Linnet,Linaria johannis
Africa,Common Redpoll,Acanthis flammea
Africa,Lesser Redpoll,Acanthis cabaret
Africa,Red Crossbill,Loxia curvirostra
Africa,European Goldfinch,Carduelis carduelis
Africa,Citril Finch,Carduelis citrinella
Africa,European Serin,Serinus serinus
Africa,Island Canary,Serinus canaria
Africa,Fire-fronted Serin,Serinus pusillus
Africa,Syrian Serin,Serinus syriacus
Africa,Yellow-crowned Canary,Serinus flavivertex
Africa,Cape Canary,Serinus canicollis
Africa,Ethiopian Siskin,Serinus nigriceps
Africa,Black-headed Canary,Serinus alario
Africa,Eurasian Siskin,Spinus spinus
Africa,Lapland Longspur,Calcarius lapponicus
Africa,Snow Bunting,Plectrophenax nivalis
Africa,Brown-rumped Bunting,Emberiza affinis
Africa,Black-headed Bunting,Emberiza melanocephala
Africa,Red-headed Bunting,Emberiza bruniceps
Africa,Corn Bunting,Emberiza calandra
Africa,Rock Bunting,Emberiza cia
Africa,Cirl Bunting,Emberiza cirlus
Africa,Yellowhammer,Emberiza citrinella
Africa,Pine Bunting,Emberiza leucocephalos
Africa,Gray-necked Bunting,Emberiza buchanani
Africa,Cinereous Bunting,Emberiza cineracea
Africa,Ortolan Bunting,Emberiza hortulana
Africa,Cretzschmar's Bunting,Emberiza caesia
Africa,Cabanis's Bunting,Emberiza cabanisi
Africa,Golden-breasted Bunting,Emberiza flaviventris
Africa,Somali Bunting,Emberiza poliopleura
Africa,Cape Bunting,Emberiza capensis
Africa,Vincent's Bunting,Emberiza vincenti
Africa,Lark-like Bunting,Emberiza impetuani
Africa,Socotra Bunting,Emberiza socotrana
Africa,Cinnamon-breasted Bunting,Emberiza tahapisi
Africa,Gosling's Bunting,Emberiza goslingi
Africa,House Bunting,Emberiza sahari
Africa,Striolated Bunting,Emberiza striolata
Africa,Reed Bunting,Emberiza schoeniclus
Africa,Yellow-breasted Bunting,Emberiza aureola
Africa,Little Bunting,Emberiza pusilla
Africa,Rustic Bunting,Emberiza rustica
Africa,Louisiana Waterthrush,Parkesia motacilla
Asia,Southern Cassowary,Casuarius casuarius
Asia,Dwarf Cassowary,Casuarius bennetti
Asia,Northern Cassowary,Casuarius unappendiculatus
Asia,Magpie Goose,Anseranas semipalmata
Asia,Spotted Whistling-Duck,Dendrocygna guttata
Asia,Plumed Whistling-Duck,Dendrocygna eytoni
Asia,Fulvous Whistling-Duck,Dendrocygna bicolor
Asia,Wandering Whistling-Duck,Dendrocygna arcuata
Asia,Lesser Whistling-Duck,Dendrocygna javanica
Asia,Bar-headed Goose,Anser indicus
Asia,Emperor Goose,Anser canagicus
Asia,Snow Goose,Anser caerulescens
Asia,Ross's Goose,Anser rossii
Asia,Graylag Goose,Anser anser
Asia,Swan Goose,Anser cygnoides
Asia,Greater White-fronted Goose,Anser albifrons
Asia,Lesser White-fronted Goose,Anser erythropus
Asia,Taiga Bean-Goose,Anser fabalis
Asia,Tundra Bean-Goose,Anser serrirostris
Asia,Pink-footed Goose,Anser brachyrhynchus
Asia,Brant,Branta bernicla
Asia,Barnacle Goose,Branta leucopsis
Asia,Cackling Goose,Branta hutchinsii
Asia,Canada Goose,Branta canadensis
Asia,Red-breasted Goose,Branta ruficollis
Asia,Mute Swan,Cygnus olor
Asia,Black Swan,Cygnus atratus
Asia,Trumpeter Swan,Cygnus buccinator
Asia,Tundra Swan,Cygnus columbianus
Asia,Whooper Swan,Cygnus cygnus
Asia,Knob-billed Duck,Sarkidiornis melanotos
Asia,Radjah Shelduck,Radjah radjah
Asia,Egyptian Goose,Alopochen aegyptiaca
Asia,Ruddy Shelduck,Tadorna ferruginea
Asia,Australian Shelduck,Tadorna tadornoides
Asia,Common Shelduck,Tadorna tadorna
Asia,Crested Shelduck,Tadorna cristata
Asia,Green Pygmy-Goose,Nettapus pulchellus
Asia,Cotton Pygmy-Goose,Nettapus coromandelianus
Asia,Mandarin Duck,Aix galericulata
Asia,Salvadori's Teal,Salvadorina waigiuensis
Asia,Baikal Teal,Sibirionetta formosa
Asia,Garganey,Spatula querquedula
Asia,Blue-winged Teal,Spatula discors
Asia,Northern Shoveler,Spatula clypeata
Asia,Gadwall,Mareca strepera
Asia,Falcated Duck,Mareca falcata
Asia,Eurasian Wigeon,Mareca penelope
Asia,American Wigeon,Mareca americana
Asia,Pacific Black Duck,Anas superciliosa
Asia,Philippine Duck,Anas luzonica
Asia,Indian Spot-billed Duck,Anas poecilorhyncha
Asia,Eastern Spot-billed Duck,Anas zonorhyncha
Asia,Mallard,Anas platyrhynchos
Asia,American Black Duck,Anas rubripes
Asia,Northern Pintail,Anas acuta
Asia,Green-winged Teal,Anas crecca
Asia,Andaman Teal,Anas albogularis
Asia,Sunda Teal,Anas gibberifrons
Asia,Gray Teal,Anas gracilis
Asia,Marbled Teal,Marmaronetta angustirostris
Asia,Pink-headed Duck,Rhodonessa caryophyllacea
Asia,White-winged Duck,Asarcornis scutulata
Asia,Red-crested Pochard,Netta rufina
Asia,Canvasback,Aythya valisineria
Asia,Redhead,Aythya americana
Asia,Common Pochard,Aythya ferina
Asia,Ring-necked Duck,Aythya collaris
Asia,Ferruginous Duck,Aythya nyroca
Asia,Baer's Pochard,Aythya baeri
Asia,Hardhead,Aythya australis
Asia,Tufted Duck,Aythya fuligula
Asia,Greater Scaup,Aythya marila
Asia,Lesser Scaup,Aythya affinis
Asia,Steller's Eider,Polysticta stelleri
Asia,Spectacled Eider,Somateria fischeri
Asia,King Eider,Somateria spectabilis
Asia,Common Eider,Somateria mollissima
Asia,Harlequin Duck,Histrionicus histrionicus
Asia,Surf Scoter,Melanitta perspicillata
Asia,Velvet Scoter,Melanitta fusca
Asia,White-winged Scoter,Melanitta deglandi
Asia,Stejneger's Scoter,Melanitta stejnegeri
Asia,Common Scoter,Melanitta nigra
Asia,Black Scoter,Melanitta americana
Asia,Long-tailed Duck,Clangula hyemalis
Asia,Bufflehead,Bucephala albeola
Asia,Common Goldeneye,Bucephala clangula
Asia,Barrow's Goldeneye,Bucephala islandica
Asia,Smew,Mergellus albellus
Asia,Hooded Merganser,Lophodytes cucullatus
Asia,Common Merganser,Mergus merganser
Asia,Red-breasted Merganser,Mergus serrator
Asia,Scaly-sided Merganser,Mergus squamatus
Asia,Ruddy Duck,Oxyura jamaicensis
Asia,White-headed Duck,Oxyura leucocephala
Asia,Wattled Brushturkey,Aepypodius arfakianus
Asia,Waigeo Brushturkey,Aepypodius bruijnii
Asia,Red-billed Brushturkey,Talegalla cuvieri
Asia,Yellow-legged Brushturkey,Talegalla fuscirostris
Asia,Red-legged Brushturkey,Talegalla jobiensis
Asia,Maleo,Macrocephalon maleo
Asia,Moluccan Scrubfowl,Eulipoa wallacei
Asia,Nicobar Scrubfowl,Megapodius nicobariensis
Asia,Tabon Scrubfowl,Megapodius cumingii
Asia,Sula Scrubfowl,Megapodius bernsteinii
Asia,Tanimbar Scrubfowl,Megapodius tenimberensis
Asia,Dusky Scrubfowl,Megapodius freycinet
Asia,Biak Scrubfowl,Megapodius geelvinkianus
Asia,Forsten's Scrubfowl,Megapodius forsteni
Asia,New Guinea Scrubfowl,Megapodius decollatus
Asia,Orange-footed Scrubfowl,Megapodius reinwardt
Asia,Helmeted Guineafowl,Numida meleagris
Asia,Ferruginous Partridge,Caloperdix oculeus
Asia,Crested Partridge,Rollulus rouloul
Asia,Black Partridge,Melanoperdix niger
Asia,Hill Partridge,Arborophila torqueola
Asia,Sichuan Partridge,Arborophila rufipectus
Asia,Chestnut-breasted Partridge,Arborophila mandellii
Asia,White-necklaced Partridge,Arborophila gingica
Asia,Rufous-throated Partridge,Arborophila rufogularis
Asia,Red-billed Partridge,Arborophila rubrirostris
Asia,Chestnut-headed Partridge,Arborophila cambodiana
Asia,Hainan Partridge,Arborophila ardens
Asia,Taiwan Partridge,Arborophila crudigularis
Asia,White-cheeked Partridge,Arborophila atrogularis
Asia,Bar-backed Partridge,Arborophila brunneopectus
Asia,Orange-necked Partridge,Arborophila davidi
Asia,Red-breasted Partridge,Arborophila hyperythra
Asia,Malayan Partridge,Arborophila campbelli
Asia,Roll's Partridge,Arborophila rolli
Asia,Sumatran Partridge,Arborophila sumatrana
Asia,Chestnut-bellied Partridge,Arborophila javanica
Asia,Gray-breasted Partridge,Arborophila orientalis
Asia,Snow Partridge,Lerwa lerwa
Asia,Blood Pheasant,Ithaginis cruentus
Asia,Western Tragopan,Tragopan melanocephalus
Asia,Satyr Tragopan,Tragopan satyra
Asia,Blyth's Tragopan,Tragopan blythii
Asia,Temminck's Tragopan,Tragopan temminckii
Asia,Cabot's Tragopan,Tragopan caboti
Asia,Verreaux's Partridge,Tetraophasis obscurus
Asia,Szechenyi's Partridge,Tetraophasis szechenyii
Asia,Himalayan Monal,Lophophorus impejanus
Asia,Sclater's Monal,Lophophorus sclateri
Asia,Chinese Monal,Lophophorus lhuysii
Asia,Koklass Pheasant,Pucrasia macrolopha
Asia,Hazel Grouse,Tetrastes bonasia
Asia,Severtzov's Grouse,Tetrastes sewerzowi
Asia,Willow Ptarmigan,Lagopus lagopus
Asia,Rock Ptarmigan,Lagopus muta
Asia,Siberian Grouse,Falcipennis falcipennis
Asia,Black-billed Capercaillie,Tetrao urogalloides
Asia,Western Capercaillie,Tetrao urogallus
Asia,Black Grouse,Lyrurus tetrix
Asia,Caucasian Grouse,Lyrurus mlokosiewiczi
Asia,Long-billed Partridge,Rhizothera longirostris
Asia,Dulit Partridge,Rhizothera dulitensis
Asia,Tibetan Partridge,Perdix hodgsoniae
Asia,Gray Partridge,Perdix perdix
Asia,Daurian Partridge,Perdix dauurica
Asia,Copper Pheasant,Syrmaticus soemmerringii
Asia,Reeves's Pheasant,Syrmaticus reevesii
Asia,Mikado Pheasant,Syrmaticus mikado
Asia,Elliot's Pheasant,Syrmaticus ellioti
Asia,Hume's Pheasant,Syrmaticus humiae
Asia,Golden Pheasant,Chrysolophus pictus
Asia,Lady Amherst's Pheasant,Chrysolophus amherstiae
Asia,Ring-necked Pheasant,Phasianus colchicus
Asia,Cheer Pheasant,Catreus wallichii
Asia,Tibetan Eared-Pheasant,Crossoptilon harmani
Asia,White Eared-Pheasant,Crossoptilon crossoptilon
Asia,Brown Eared-Pheasant,Crossoptilon mantchuricum
Asia,Blue Eared-Pheasant,Crossoptilon auritum
Asia,Edwards's Pheasant,Lophura edwardsi
Asia,Swinhoe's Pheasant,Lophura swinhoii
Asia,Bulwer's Pheasant,Lophura bulweri
Asia,Kalij Pheasant,Lophura leucomelanos
Asia,Silver Pheasant,Lophura nycthemera
Asia,Crestless Fireback,Lophura erythrophthalma
Asia,Siamese Fireback,Lophura diardi
Asia,Salvadori's Pheasant,Lophura inornata
Asia,Crested Fireback,Lophura ignita
Asia,Vietnamese Crested Argus,Rheinardia ocellata
Asia,Malayan Crested Argus,Rheinardia nigrescens
Asia,Great Argus,Argusianus argus
Asia,Indian Peafowl,Pavo cristatus
Asia,Green Peafowl,Pavo muticus
Asia,Scaly-breasted Partridge,Tropicoperdix chloropus
Asia,Chestnut-necklaced Partridge,Tropicoperdix charltonii
Asia,Crimson-headed Partridge,Haematortyx sanguiniceps
Asia,Red Spurfowl,Galloperdix spadicea
Asia,Painted Spurfowl,Galloperdix lunulata
Asia,Sri Lanka Spurfowl,Galloperdix bicalcarata
Asia,Palawan Peacock-Pheasant,Polyplectron napoleonis
Asia,Bornean Peacock-Pheasant,Polyplectron schleiermacheri
Asia,Malayan Peacock-Pheasant,Polyplectron malacense
Asia,Germain's Peacock-Pheasant,Polyplectron germaini
Asia,Hainan Peacock-Pheasant,Polyplectron katsumatae
Asia,Gray Peacock-Pheasant,Polyplectron bicalcaratum
Asia,Mountain Peacock-Pheasant,Polyplectron inopinatum
Asia,Bronze-tailed Peacock-Pheasant,Polyplectron chalcurum
Asia,Mountain Bamboo-Partridge,Bambusicola fytchii
Asia,Chinese Bamboo-Partridge,Bambusicola thoracicus
Asia,Taiwan Bamboo-Partridge,Bambusicola sonorivox
Asia,Green Junglefowl,Gallus varius
Asia,Red Junglefowl,Gallus gallus
Asia,Gray Junglefowl,Gallus sonneratii
Asia,Sri Lanka Junglefowl,Gallus lafayettii
Asia,Gray Francolin,Ortygornis pondicerianus
Asia,Swamp Francolin,Ortygornis gularis
Asia,Chinese Francolin,Francolinus pintadeanus
Asia,Black Francolin,Francolinus francolinus
Asia,Painted Francolin,Francolinus pictus
Asia,Tibetan Snowcock,Tetraogallus tibetanus
Asia,Altai Snowcock,Tetraogallus altaicus
Asia,Caucasian Snowcock,Tetraogallus caucasicus
Asia,Caspian Snowcock,Tetraogallus caspius
Asia,Himalayan Snowcock,Tetraogallus himalayensis
Asia,See-see Partridge,Ammoperdix griseogularis
Asia,Sand Partridge,Ammoperdix heyi
Asia,Brown Quail,Synoicus ypsilophorus
Asia,Snow Mountain Quail,Synoicus monorthonyx
Asia,Blue-breasted Quail,Synoicus chinensis
Asia,Common Quail,Coturnix coturnix
Asia,Japanese Quail,Coturnix japonica
Asia,Harlequin Quail,Coturnix delegorguei
Asia,Rain Quail,Coturnix coromandelica
Asia,Arabian Partridge,Alectoris melanocephala
Asia,Chukar,Alectoris chukar
Asia,Rock Partridge,Alectoris graeca
Asia,Philby's Partridge,Alectoris philbyi
Asia,Przevalski's Partridge,Alectoris magna
Asia,Jungle Bush-Quail,Perdicula asiatica
Asia,Rock Bush-Quail,Perdicula argoondah
Asia,Painted Bush-Quail,Perdicula erythrorhyncha
Asia,Manipur Bush-Quail,Perdicula manipurensis
Asia,Himalayan Quail,Ophrysia superciliosa
Asia,Greater Flamingo,Phoenicopterus roseus
Asia,Lesser Flamingo,Phoeniconaias minor
Asia,Little Grebe,Tachybaptus ruficollis
Asia,Australasian Grebe,Tachybaptus novaehollandiae
Asia,Horned Grebe,Podiceps auritus
Asia,Red-necked Grebe,Podiceps grisegena
Asia,Great Crested Grebe,Podiceps cristatus
Asia,Eared Grebe,Podiceps nigricollis
Asia,Rock Pigeon,Columba livia
Asia,Hill Pigeon,Columba rupestris
Asia,Snow Pigeon,Columba leuconota
Asia,Speckled Pigeon,Columba guinea
Asia,Stock Dove,Columba oenas
Asia,Yellow-eyed Pigeon,Columba eversmanni
Asia,Common Wood-Pigeon,Columba palumbus
Asia,Rameron Pigeon,Columba arquatrix
Asia,Speckled Wood-Pigeon,Columba hodgsonii
Asia,Ashy Wood-Pigeon,Columba pulchricollis
Asia,Nilgiri Wood-Pigeon,Columba elphinstonii
Asia,Sri Lanka Wood-Pigeon,Columba torringtoniae
Asia,Pale-capped Pigeon,Columba punicea
Asia,Silvery Wood-Pigeon,Columba argentina
Asia,Andaman Wood-Pigeon,Columba palumboides
Asia,Japanese Wood-Pigeon,Columba janthina
Asia,Ryukyu Pigeon,Columba jouyi
Asia,Bonin Pigeon,Columba versicolor
Asia,Metallic Pigeon,Columba vitiensis
Asia,European Turtle-Dove,Streptopelia turtur
Asia,Dusky Turtle-Dove,Streptopelia lugens
Asia,Oriental Turtle-Dove,Streptopelia orientalis
Asia,Sunda Collared-Dove,Streptopelia bitorquata
Asia,Philippine Collared-Dove,Streptopelia dusumieri
Asia,Eurasian Collared-Dove,Streptopelia decaocto
Asia,African Collared-Dove,Streptopelia roseogrisea
Asia,Red-eyed Dove,Streptopelia semitorquata
Asia,Red Collared-Dove,Streptopelia tranquebarica
Asia,Malagasy Turtle-Dove,Streptopelia picturata
Asia,Spotted Dove,Streptopelia chinensis
Asia,Laughing Dove,Streptopelia senegalensis
Asia,Barred Cuckoo-Dove,Macropygia unchall
Asia,Flores Sea Cuckoo-Dove,Macropygia macassariensis
Asia,Timor Cuckoo-Dove,Macropygia magna
Asia,Tanimbar Cuckoo-Dove,Macropygia timorlaoensis
Asia,Amboyna Cuckoo-Dove,Macropygia amboinensis
Asia,Sultan's Cuckoo-Dove,Macropygia doreya
Asia,Andaman Cuckoo-Dove,Macropygia rufipennis
Asia,Philippine Cuckoo-Dove,Macropygia tenuirostris
Asia,Ruddy Cuckoo-Dove,Macropygia emiliana
Asia,Enggano Cuckoo-Dove,Macropygia cinnamomea
Asia,Barusan Cuckoo-Dove,Macropygia modiglianii
Asia,Black-billed Cuckoo-Dove,Macropygia nigrirostris
Asia,Mackinlay's Cuckoo-Dove,Macropygia mackinlayi
Asia,Little Cuckoo-Dove,Macropygia ruficeps
Asia,Great Cuckoo-Dove,Reinwardtoena reinwardti
Asia,White-faced Cuckoo-Dove,Turacoena manadensis
Asia,Sula Cuckoo-Dove,Turacoena sulaensis
Asia,Slaty Cuckoo-Dove,Turacoena modesta
Asia,Namaqua Dove,Oena capensis
Asia,Asian Emerald Dove,Chalcophaps indica
Asia,Pacific Emerald Dove,Chalcophaps longirostris
Asia,Stephan's Dove,Chalcophaps stephani
Asia,New Guinea Bronzewing,Henicophaps albifrons
Asia,Wetar Ground Dove,Alopecoenas hoedtii
Asia,Bronze Ground Dove,Alopecoenas beccarii
Asia,White-bibbed Ground Dove,Alopecoenas jobiensis
Asia,Zebra Dove,Geopelia striata
Asia,Peaceful Dove,Geopelia placida
Asia,Barred Dove,Geopelia maugeus
Asia,Bar-shouldered Dove,Geopelia humeralis
Asia,Nicobar Pigeon,Caloenas nicobarica
Asia,Sulawesi Ground Dove,Gallicolumba tristigmata
Asia,Cinnamon Ground Dove,Gallicolumba rufigula
Asia,Mindoro Bleeding-heart,Gallicolumba platenae
Asia,Negros Bleeding-heart,Gallicolumba keayi
Asia,Sulu Bleeding-heart,Gallicolumba menagei
Asia,Luzon Bleeding-heart,Gallicolumba luzonica
Asia,Mindanao Bleeding-heart,Gallicolumba crinigera
Asia,Thick-billed Ground-Pigeon,Trugon terrestris
Asia,Pheasant Pigeon,Otidiphaps nobilis
Asia,Western Crowned-Pigeon,Goura cristata
Asia,Sclater's Crowned-Pigeon,Goura sclaterii
Asia,Scheepmaker's Crowned-Pigeon,Goura scheepmakeri
Asia,Victoria Crowned-Pigeon,Goura victoria
Asia,White-eared Brown-Dove,Phapitreron leucotis
Asia,Amethyst Brown-Dove,Phapitreron amethystinus
Asia,Mindanao Brown-Dove,Phapitreron brunneiceps
Asia,Tawitawi Brown-Dove,Phapitreron cinereiceps
Asia,Little Green-Pigeon,Treron olax
Asia,Pink-necked Green-Pigeon,Treron vernans
Asia,Cinnamon-headed Green-Pigeon,Treron fulvicollis
Asia,Orange-breasted Green-Pigeon,Treron bicinctus
Asia,Sri Lanka Green-Pigeon,Treron pompadora
Asia,Gray-fronted Green-Pigeon,Treron affinis
Asia,Andaman Green-Pigeon,Treron chloropterus
Asia,Ashy-headed Green-Pigeon,Treron phayrei
Asia,Philippine Green-Pigeon,Treron axillaris
Asia,Buru Green-Pigeon,Treron aromaticus
Asia,Thick-billed Green-Pigeon,Treron curvirostra
Asia,Gray-cheeked Green-Pigeon,Treron griseicauda
Asia,Sumba Green-Pigeon,Treron teysmannii
Asia,Flores Green-Pigeon,Treron floris
Asia,Timor Green-Pigeon,Treron psittaceus
Asia,Large Green-Pigeon,Treron capellei
Asia,Yellow-footed Green-Pigeon,Treron phoenicopterus
Asia,Bruce's Green-Pigeon,Treron waalia
Asia,Yellow-vented Green-Pigeon,Treron seimundi
Asia,Pin-tailed Green-Pigeon,Treron apicauda
Asia,Green-spectacled Green-Pigeon,Treron oxyurus
Asia,Wedge-tailed Green-Pigeon,Treron sphenurus
Asia,White-bellied Green-Pigeon,Treron sieboldii
Asia,Whistling Green-Pigeon,Treron formosae
Asia,Black-backed Fruit-Dove,Ptilinopus cinctus
Asia,Red-naped Fruit-Dove,Ptilinopus dohertyi
Asia,Pink-headed Fruit-Dove,Ptilinopus porphyreus
Asia,Yellow-breasted Fruit-Dove,Ptilinopus occipitalis
Asia,Flame-breasted Fruit-Dove,Ptilinopus marchei
Asia,Cream-breasted Fruit-Dove,Ptilinopus merrilli
Asia,Red-eared Fruit-Dove,Ptilinopus fischeri
Asia,Jambu Fruit-Dove,Ptilinopus jambu
Asia,Maroon-chinned Fruit-Dove,Ptilinopus epius
Asia,Banggai Fruit-Dove,Ptilinopus subgularis
Asia,Sula Fruit-Dove,Ptilinopus mangoliensis
Asia,Black-chinned Fruit-Dove,Ptilinopus leclancheri
Asia,Scarlet-breasted Fruit-Dove,Ptilinopus bernsteinii
Asia,Wompoo Fruit-Dove,Ptilinopus magnificus
Asia,Pink-spotted Fruit-Dove,Ptilinopus perlatus
Asia,Ornate Fruit-Dove,Ptilinopus ornatus
Asia,Orange-fronted Fruit-Dove,Ptilinopus aurantiifrons
Asia,Wallace's Fruit-Dove,Ptilinopus wallacii
Asia,Superb Fruit-Dove,Ptilinopus superbus
Asia,Rose-crowned Fruit-Dove,Ptilinopus regina
Asia,Coroneted Fruit-Dove,Ptilinopus coronulatus
Asia,Beautiful Fruit-Dove,Ptilinopus pulchellus
Asia,Blue-capped Fruit-Dove,Ptilinopus monacha
Asia,White-breasted Fruit-Dove,Ptilinopus rivoli
Asia,Yellow-bibbed Fruit-Dove,Ptilinopus solomonensis
Asia,Claret-breasted Fruit-Dove,Ptilinopus viridis
Asia,Orange-bellied Fruit-Dove,Ptilinopus iozonus
Asia,Gray-headed Fruit-Dove,Ptilinopus hyogastrus
Asia,Carunculated Fruit-Dove,Ptilinopus granulifrons
Asia,Black-naped Fruit-Dove,Ptilinopus melanospilus
Asia,Dwarf Fruit-Dove,Ptilinopus nainus
Asia,Negros Fruit-Dove,Ptilinopus arcanus
Asia,Pink-bellied Imperial-Pigeon,Ducula poliocephala
Asia,White-bellied Imperial-Pigeon,Ducula forsteni
Asia,Mindoro Imperial-Pigeon,Ducula mindorensis
Asia,Gray-headed Imperial-Pigeon,Ducula radiata
Asia,Spotted Imperial-Pigeon,Ducula carola
Asia,Green Imperial-Pigeon,Ducula aenea
Asia,Nicobar Imperial-Pigeon,Ducula nicobarica
Asia,Spectacled Imperial-Pigeon,Ducula perspicillata
Asia,Seram Imperial-Pigeon,Ducula neglecta
Asia,Elegant Imperial-Pigeon,Ducula concinna
Asia,Pacific Imperial-Pigeon,Ducula pacifica
Asia,Spice Imperial-Pigeon,Ducula myristicivora
Asia,Purple-tailed Imperial-Pigeon,Ducula rufigaster
Asia,Cinnamon-bellied Imperial-Pigeon,Ducula basilica
Asia,Rufescent Imperial-Pigeon,Ducula chalconota
Asia,Island Imperial-Pigeon,Ducula pistrinaria
Asia,Pink-headed Imperial-Pigeon,Ducula rosacea
Asia,Gray Imperial-Pigeon,Ducula pickeringii
Asia,Pinon's Imperial-Pigeon,Ducula pinon
Asia,Collared Imperial-Pigeon,Ducula mullerii
Asia,Zoe's Imperial-Pigeon,Ducula zoeae
Asia,Mountain Imperial-Pigeon,Ducula badia
Asia,Dark-backed Imperial-Pigeon,Ducula lacernulata
Asia,Timor Imperial-Pigeon,Ducula cineracea
Asia,Pied Imperial-Pigeon,Ducula bicolor
Asia,Torresian Imperial-Pigeon,Ducula spilorrhoa
Asia,Silver-tipped Imperial-Pigeon,Ducula luctuosa
